Latitude, Longitude
-868.508;-6.677.755
-897.228;-6.704.341
-693.478;-5.907.656
-693.342;-5.906.728
-684.438;-5.896.655
-684.298;-5.895.719
-68.373;-5.897.343
-683.593;-5.896.407
-683.456;-5.895.471
-681.718;-5.889.973
-675.064;-5.907.873
-674.927;-590.694
-665.778;-5.876.592
-658.297;-5.862.597
-340.658;-5.973.004
-356.229;-5.940.647
-352.419;-5.940.238
-34.157;-5.916.898
-341.426;-5.915.923
-300.929;-5.940.843
-297.558;-5.839.405
-291.156;-585.201
-289.097;-5.923.409
-283.074;-5.921.282
-282.853;-5.936.873
-281.929;-5.937.011
-427.887;-6.002.234
-427.755;-6.001.331
-427.093;-5.996.812
-426.993;-6.002.366
-426.861;-6.001.464
-411.342;-5.990.182
-396.722;-5.977.981
-391.634;-5.987.814
-391.501;-59.869
-38.882;-5.968.511
-386.015;-597.459
-385.879;-5.973.668
-385.112;-5.974.724
-384.976;-5.973.801
-419.777;-5.927.892
-394.761;-5.915.208
-394.617;-5.914.241
-375.058;-5.857.458
-374.598;-5.933.764
-374.458;-5.932.808
-372.979;-5.929.116
-372.839;-5.928.157
-372.171;-5.893.779
-364.584;-5.954.284
-744.525;-6.041.697
-736.479;-5.980.287
-705.938;-5.992.761
-704.389;-5.962.194
-704.257;-5.961.295
-681.904;-5.979.352
-675.802;-6.012.658
-669.966;-6.011.471
-669.837;-6.010.584
-668.951;-6.010.715
-663.742;-6.006.046
-663.612;-6.005.157
-663.482;-6.004.268
-65.647;-600.042
-653.427;-6.043.204
-715.669;-5.933.139
-713.826;-5.945.473
-712.713;-5.931.721
-70.522;-5.930.625
-705.086;-5.929.713
-703.512;-5.943.887
-703.379;-5.942.982
-701.188;-5.940.528
-701.053;-5.939.622
-700.649;-5.936.896
-700.428;-5.941.571
-700.293;-5.940.664
-700.158;-5.939.756
-700.024;-5.938.848
-699.889;-5.937.939
-694.162;-594.965
-694.028;-5.948.746
-690.737;-5.945.184
-689.975;-5.946.225
-689.843;-594.532
-677.594;-5.937.596
-67.746;-5.936.685
-676.698;-5.937.733
-676.563;-5.936.821
-67.054;-5.908.558
-670.401;-5.907.623
-669.424;-5.913.477
-347.692;-6.039.732
-284.997;-6.091.006
-284.869;-6.090.124
-623.779;-6.195.804
-585.304;-6.126.719
-584.584;-614.702
-581.626;-613.275
-581.615;-6.126.346
-575.607;-6.155.437
-574.711;-6.155.567
-574.582;-6.154.661
-795.727;-6.154.813
-795.595;-6.153.876
-791.922;-6.127.857
-791.792;-6.126.936
-79.113;-6.128.549
-790.997;-6.127.628
-780.686;-6.120.422
-780.554;-6.119.507
-771.818;-6.109.623
-821.494;-6.121.662
-813.872;-6.152.861
-810.442;-6.122.044
-80.221;-6.180.993
-504.789;-6.252.525
-50.465;-6.251.567
-378.437;-6.239.245
-378.304;-6.238.319
-633.404;-6.269.616
-627.855;-6.264.265
-626.559;-6.248.254
-625.491;-6.247.406
-761.774;-6.345.347
-697.163;-6.291.896
-0.76963;-629.066
-733.579;-6.466.608
-234.655;-6.644.758
-237.788;-6.666.827
-257.963;-6.707.043
-258.026;-6.706.664
-260.978;-6.689.896
-261.214;-6.689.118
-267.001;-6.680.279
-688.406;-6.633.554
-688.439;-6.632.794
-253.632;-6.552.115
-256.818;-6.574.002
-268.775;-6.489.165
-302.828;-6.493.331
-302.986;-6.493.799
-305.307;-6.522.365
-30.568;-6.522.788
-305.714;-6.525.316
-306.865;-6.489.217
-349.778;-6.501.883
-349.973;-6.504.099
-350.198;-6.504.765
-931.885;-6.552.883
-344.131;-6.440.555
-621.208;-6.273.364
-621.494;-6.275.491
-808.139;-6.129.094
-815.585;-6.121.575
-81.614;-6.120.235
-816.378;-6.121.967
-831.414;-6.156.025
-831.642;-6.155.294
-831.883;-6.157.159
-833.131;-6.156.989
-727.105;-6.117.072
-574.418;-6.139.819
-57.464;-614.145
-70.532;-592.621
-530.692;-6.014.946
-540.873;-6.006.284
-64.328;-6.007.985
-644.353;-6.007.839
-644.542;-6.009.174
-644.747;-6.007.106
-644.927;-6.008.449
-220.359;-5.884.446
-276.254;-5.837.502
-296.148;-5.911.824
-310.798;-5.859.269
-313.372;-5.852.263
-340.945;-5.953.086
-35.762;-5.859.896
-369.752;-5.833.531
-374.289;-5.788.796
-374.961;-5.780.468
-375.093;-5.781.395
-38.952;-5.824.956
-389.657;-582.592
-326.423;-5.808.275
-326.558;-5.809.212
-611.283;-6.253.393
-845.783;-6.405.867
-830.575;-6.402.676
-829.663;-6.402.816
-815.989;-6.386.056
-474.827;-6.367.317
-473.863;-6.367.461
-732.932;-6.466.201
-732.136;-6.466.895
-732.002;-6.465.978
-731.103;-6.466.115
-679.178;-6.433.356
-679.039;-6.432.412
-678.266;-6.433.495
-678.127;-6.432.552
-926.408;-6.552.858
-926.279;-6.551.966
-924.415;-65.641
-912.365;-6.557.429
-825.819;-6.408.232
-825.677;-6.407.288
-319.894;-6.790.677
-310.887;-67.982
-292.169;-6.783.412
-290.379;-686.647
-282.764;-6.776.153
170.215;-694.017
-17.657;-6.890.279
-320.495;-6.924.328
-320.347;-6.923.277
0.31643;-6.997.574
-724.401;-7.270.996
-321.865;-6.487.589
-321.722;-648.663
-308.447;-6.489.826
-302.007;-651.566
-294.586;-6.521.178
-25.169;-6.537.306
-692.391;-6.629.857
-692.263;-6.628.967
-913.867;-6.606.302
-912.976;-6.606.435
-912.214;-6.607.468
-912.085;-6.606.564
-911.538;-6.590.096
-911.409;-6.589.197
-905.828;-6.724.751
-905.689;-6.723.776
-876.583;-6.674.739
-876.451;-6.673.805
-875.546;-6.673.937
-8.719;-6.693.232
-871.766;-6.692.289
-871.499;-6.690.406
-871.365;-6.689.462
-870.589;-6.690.537
-870.456;-6.689.594
-868.392;-6.694.707
-867.481;-6.694.839
-866.549;-6.694.659
-862.525;-6.666.637
-859.639;-6.652.958
-859.508;-6.652.042
-852.509;-6.712.782
-851.861;-6.714.827
-851.727;-671.387
-851.593;-6.712.914
-851.567;-666.693
-850.848;-6.713.669
-850.711;-6.712.713
-845.487;-6.715.421
-844.894;-6.698.061
-946.321;-6.711.815
-931.805;-6.726.122
-931.666;-6.725.135
-258.871;-6.719.766
-251.902;-6.734.902
-504.114;-6.718.461
-503.985;-6.717.557
-478.805;-6.691.057
-478.676;-6.690.166
-477.545;-6.694.881
-423.968;-6.694.579
-876.943;-6.774.149
-876.797;-6.773.121
-813.834;-6.732.251
-948.869;-674.381
-945.715;-6.753.202
-937.964;-6.763.177
-90.248;-6.786.547
-914.002;-6.832.687
-913.956;-6.833.247
-952.673;-6.750.504
-952.531;-6.749.488
-951.731;-6.750.637
-95.159;-6.749.621
-72.967;-646.589
-375.319;-5.748.312
-629.115;-5.994.855
-792.594;-6.164.471
-824.586;-6.140.085
-823.767;-6.133.749
-823.701;-6.140.715
-729.223;-6.466.711
-952.186;-6.742.856
-689.112;-5.904.996
-689.343;-5.904.424
-686.049;-5.945.202
-732.345;-6.066.306
-613.556;-6.174.979
-776.899;-6.157.267
-76.853;-6.089.916
-821.975;-6.137.757
-821.795;-6.136.592
-415.494;-630.933
-647.509;-6.289.233
-631.925;-6.276.386
-635.296;-6.270.089
-575.535;-6.318.912
-570.297;-6.315.683
-750.644;-6.348.843
-749.944;-6.356.527
-743.118;-6.298.612
-700.314;-6.272.332
-718.348;-6.312.194
-68.659;-6.290.952
-834.153;-640.208
-341.718;-6.453.379
-365.997;-642.448
-598.703;-6.483.019
-783.517;-6.516.825
-767.739;-6.497.642
-740.747;-6.457.533
-748.715;-6.398.446
-730.108;-6.466.031
-783.646;-6.517.719
-758.412;-6.464.565
-740.617;-6.456.645
-730.238;-6.466.918
-931.174;-6.537.488
-931.043;-6.536.574
-929.884;-6.534.879
-920.695;-6.554.711
-915.273;-6.555.132
-793.663;-652.289
-875.341;-6.419.032
-874.454;-6.419.165
-842.311;-6.407.609
-919.025;-6.555.899
-930.911;-6.535.659
-929.753;-6.533.965
-918.894;-6.554.977
-918.124;-6.556.032
-939.871;-6.553.506
-938.949;-6.547.041
-938.575;-6.550.864
-938.068;-6.553.772
-937.937;-6.552.847
-938.818;-6.546.117
-938.443;-6.549.938
-93.805;-6.547.173
-294.578;-6.777.788
-283.644;-677.061
-758.378;-6.993.973
-757.171;-6.991.428
-757.009;-6.992.545
-7.568;-6.990.966
-736.254;-7.103.779
-736.234;-7.104.278
-7.226;-7.149.338
-664.629;-6.994.408
-744.477;-7.274.173
-744.135;-7.271.565
-743.025;-7.274.367
-738.588;-7.251.443
-738.289;-7.251.944
-729.269;-7.274.732
-728.044;-7.274.156
-722.973;-7.233.916
-72.267;-7.231.522
-722.136;-7.232.302
-712.387;-718.001
-723.623;-7.311.576
-723.521;-7.311.152
-0.38767;-6.501.032
-340.458;-6.457.291
-32.717;-6.479.907
-318.467;-6.490.109
-347.439;-6.467.391
-347.307;-6.466.486
-325.613;-6.475.528
-349.468;-6.462.463
-340.629;-6.471.818
-30.563;-6.516.019
-772.826;-6.695.079
-745.378;-6.546.494
-937.963;-658.491
-937.827;-6.649.131
-932.143;-6.663.355
-932.004;-6.662.341
-931.591;-6.662.944
-933.087;-6.663.225
-931.447;-6.661.932
-917.946;-6.731.902
-916.967;-6.732.043
-899.578;-6.703.786
-890.462;-6.673.354
-889.518;-6.673.486
-889.378;-6.672.472
-882.848;-6.678.224
-875.152;-6.661.314
-867.661;-6.680.569
-865.401;-6.651.202
-854.607;-6.704.704
-849.226;-6.715.121
-90.126;-6.585.965
-901.126;-6.585.026
-924.287;-6.586.588
-923.377;-6.586.721
-89.032;-6.672.335
-881.903;-6.678.361
-87.623;-666.218
-875.294;-6.662.314
-866.817;-6.661.125
-932.499;-6.585.703
-908.661;-6.599.763
-962.119;-6.680.359
-961.976;-6.679.309
-955.165;-6.661.958
-950.914;-6.711.404
-943.579;-6.665.218
-94.343;-6.724.273
-961.728;-6.681.081
-961.581;-6.680.035
-959.914;-665.023
-943.279;-6.723.174
-269.175;-6.722.318
-265.496;-6.703.078
-768.845;-6.704.485
-7.687;-6.703.463
-935.309;-6.769.383
-948.419;-6.753.356
-940.685;-6.756.179
-930.758;-6.751.224
-925.486;-6.749.651
-922.181;-6.777.762
-91.926;-6.778.817
-910.431;-675.183
-910.277;-67.507
-905.188;-6.750.829
-905.031;-6.749.702
-903.835;-6.755.632
-89.902;-6.742.573
-898.868;-6.741.459
-89.318;-6.760.112
-892.221;-6.738.541
-891.611;-6.734.145
-877.402;-6.771.689
-877.085;-6.769.389
-853.233;-6.758.967
-92.536;-6.749.072
-92.234;-6.778.943
-909.748;-6.754.233
-90.944;-6.751.966
-90.582;-6.755.351
-90.249;-6.738.683
-902.353;-67.746
-900.309;-6.744.662
-900.217;-6.781.516
-900.071;-6.735.653
-900.003;-674.243
-893.336;-6.761.253
-892.588;-6.734.007
-892.374;-6.739.644
-884.157;-6.739.127
-883.177;-6.739.262
-876.245;-6.770.679
-876.088;-6.769.531
-92.242;-6.816.703
-917.227;-6.817.414
-896.143;-6.873.823
-892.752;-6.876.336
-892.569;-6.874.981
-882.019;-6.856.567
-873.424;-6.869.209
-796.142;-6.833.963
-952.339;-674.399
-952.124;-6.743.524
-428.026;-5.970.213
-687.599;-590.535
-687.978;-5.906.013
-373.027;-5.827.564
-281.998;-5.730.369
-670.646;-5.912.476
-288.668;-5.741.023
-671.062;-5.915.539
-671.801;-591.163
-672.193;-5.914.665
-697.591;-594.564
-717.033;-5.955.498
-742.182;-7.273.318
-742.029;-7.272.317
-741.718;-7.281.192
-740.933;-7.282.325
-740.786;-7.281.335
-737.614;-7.291.914
-737.465;-7.290.932
-736.971;-7.268.632
-736.637;-7.272.791
-736.272;-728.304
-735.576;-7.265.751
-735.424;-726.474
-714.355;-7.308.259
-701.296;-7.161.638
-70.029;-7.161.796
-935.102;-677.076
-933.795;-6.770.979
-928.842;-6.811.616
-928.382;-678.515
-928.044;-6.783.105
-866.465;-6.661.147
-865.021;-6.661.387
-744.989;-7.272.884
-743.244;-7.280.286
-743.117;-7.273.172
-742.355;-7.268.163
-0.7303;-6.290.325
-233.818;-66.558
-233.835;-665.675
-267.093;-6.677.991
-271.931;-6.531.564
-272.042;-6.530.991
-341.386;-6.920.038
-352.067;-6.936.674
-365.142;-6.403.592
-73.561;-7.274.126
-736.337;-7.293.244
-736.484;-7.294.303
-776.861;-669.563
-849.315;-6.713.436
-884.088;-6.725.585
-901.578;-6.767.341
-924.459;-6.662.331
-930.924;-6.553.559
-524.695;-6.074.953
-342.297;-5.693.988
-342.131;-5.693.338
-318.804;-5.801.624
-239.652;-5.715.114
-238.549;-5.788.728
-232.603;-569.853
-232.575;-5.697.844
-228.598;-5.694.645
-689.963;-5.902.774
-679.359;-5.866.421
-678.457;-5.864.821
-661.857;-5.850.918
-653.091;-5.889.539
-652.749;-5.841.269
-651.693;-5.843.692
-651.388;-5.841.432
-315.865;-5.957.923
-299.197;-5.846.799
-26.767;-5.960.054
-267.343;-5.957.661
-266.808;-595.843
-427.244;-5.971.353
-425.442;-5.968.944
-420.559;-6.000.127
-420.551;-6.000.819
-396.242;-5.933.828
-39.165;-5.880.712
-587.608;-599.936
-587.369;-5.998.676
-507.556;-602.431
-507.183;-6.023.928
-50.714;-6.021.343
-726.615;-597.382
-713.858;-6.004.346
-713.436;-5.930.029
-713.434;-5.930.477
-701.547;-5.943.932
-669.661;-590.922
-344.392;-6.042.406
-524.944;-6.072.343
-369.677;-6.061.323
-344.128;-6.041.967
-411.116;-6.077.754
-569.928;-7.296.651
-350.892;-5.753.254
-327.438;-5.824.239
-266.592;-5.750.674
-26.643;-5.749.596
-266.106;-5.754.046
-262.778;-575.411
-26.262;-5.753.034
-374.807;-5.825.954
-373.884;-5.826.091
-390.105;-5.874.139
-694.803;-5.945.778
-792.608;-6.127.764
-851.282;-6.204.549
-850.295;-6.204.688
-804.894;-6.180.783
-739.914;-6.465.079
-739.694;-6.463.451
-700.261;-7.161.726
-728.572;-7.187.263
-739.454;-7.250.103
-742.719;-7.258.331
-900.063;-6.735.707
-900.207;-6.736.668
-900.351;-6.737.625
-901.582;-6.752.019
-902.753;-6.741.162
-904.105;-6.850.351
-919.178;-675.866
-927.891;-6.761.158
-897.377;-6.705.331
-322.885;-6.518.439
-278.605;-6.459.154
-936.511;-6.588.377
-93.635;-6.589.482
-93.615;-6.587.922
-935.355;-6.588.528
-884.533;-6.665.359
-879.192;-6.675.851
-87.291;-6.665.782
-872.684;-6.664.017
-872.563;-6.666.353
-872.325;-6.664.586
-871.615;-6.659.332
-871.379;-6.657.588
-870.404;-6.659.493
-870.171;-6.657.754
-867.765;-6.689.732
-85.791;-6.681.767
-851.471;-6.714.076
-85.021;-6.714.249
-953.451;-6.664.842
-941.831;-6.674.411
-941.373;-6.712.009
-941.113;-6.710.031
-940.092;-6.712.164
-939.838;-6.710.215
-847.682;-672.442
-34.182;-5.798.988
-381.892;-5.788.532
-648.268;-5.841.564
-644.481;-5.843.837
-677.523;-5.899.677
-670.356;-590.652
-654.615;-5.898.711
-649.417;-5.842.517
-649.249;-584.142
-347.183;-5.966.166
-340.633;-5.958.385
-298.078;-5.910.846
-2.822;-5.921.215
-352.813;-5.948.969
-34.742;-5.954.579
-340.519;-5.990.449
-340.372;-5.989.457
-334.551;-5.969.759
-460.678;-5.959.308
-457.257;-5.993.975
-451.523;-5.992.524
-45.031;-599.072
-449.386;-5.990.862
-447.098;-5.988.224
-425.349;-6.002.206
-422.552;-5.989.728
-421.225;-599.986
-416.705;-6.000.196
-451.667;-5.993.492
-426.271;-6.002.068
-424.408;-5.989.452
-424.263;-5.988.472
-423.625;-5.990.567
-42.348;-5.989.591
-423.335;-598.861
-422.697;-5.990.705
-422.293;-6.000.689
-422.149;-5.999.722
-42.137;-6.000.827
-417.629;-6.000.057
-417.487;-5.999.089
-393.423;-5.918.182
-393.263;-5.917.112
-386.657;-5.879.906
-373.949;-5.904.659
-393.753;-5.913.755
-386.828;-5.881.034
-38.065;-5.969.056
-380.499;-5.968.049
-358.444;-5.980.435
-60.556;-6.010.884
-545.958;-6.019.722
-517.251;-6.024.875
-516.417;-6.025.663
-516.281;-6.024.732
-510.321;-598.397
-505.942;-6.023.028
-505.171;-6.024.097
-516.417;-6.006.792
-505.034;-6.023.164
-738.164;-6.028.239
-718.425;-6.000.039
-716.217;-598.521
-716.148;-597.853
-716.077;-5.984.277
-716.008;-5.977.594
-710.744;-6.004.684
-708.693;-5.978.402
-708.276;-5.963.014
-707.785;-5.978.546
-701.795;-5.957.207
-701.651;-5.956.252
-695.161;-6.005.423
-688.586;-59.798
-688.024;-5.976.035
-687.816;-5.980.873
-687.676;-5.979.937
-678.817;-6.007.236
-678.682;-6.006.312
-678.546;-6.005.388
-67.778;-6.006.448
-677.644;-6.005.527
-675.075;-6.006.862
-674.937;-6.005.935
-6.748;-6.005.011
-674.173;-6.006.997
-674.036;-6.006.073
-673.899;-600.515
-67.327;-6.007.131
-673.134;-6.006.211
-662.681;-5.978.786
-661.034;-6.005.471
-657.641;-6.001.253
-657.504;-6.000.326
-652.074;-6.001.143
-651.935;-6.000.213
-651.472;-600.275
-651.336;-6.001.825
-6.512;-6.000.891
-651.063;-5.999.959
-649.168;-6.005.936
-648.264;-600.607
-646.731;-6.008.196
-710.069;-5.931.577
-677.927;-5.915.095
-677.142;-5.916.241
-67.699;-591.524
-676.099;-5.932.206
-676.057;-5.919.044
-675.953;-5.931.225
-675.316;-5.933.328
-67.517;-5.932.348
-675.023;-5.931.365
-674.387;-5.933.471
-67.424;-5.932.487
-674.093;-5.931.501
-673.458;-5.933.609
-673.311;-5.932.626
-673.164;-5.931.646
-672.531;-5.933.755
-672.383;-5.932.774
-671.602;-5.933.894
-671.453;-5.932.911
-671.008;-5.929.956
-670.226;-5.931.081
-670.078;-5.930.099
-669.445;-5.932.202
-669.296;-5.931.223
-669.147;-5.930.239
-668.676;-5.931.984
-66.853;-5.930.999
-713.224;-5.940.052
-712.646;-5.936.169
-712.246;-5.946.127
-70.161;-5.943.466
-701.173;-5.940.553
-700.834;-5.944.574
-700.688;-5.943.605
-700.543;-5.942.635
-700.396;-5.941.665
-700.251;-5.940.696
-700.104;-5.939.724
-700.059;-5.945.679
-699.913;-5.944.712
-699.766;-5.943.744
-699.665;-5.936.808
-699.621;-5.942.778
-699.328;-5.940.839
-699.181;-5.939.866
-698.845;-5.943.886
-698.699;-5.942.919
-698.552;-5.941.948
-698.405;-5.940.978
-698.258;-5.940.008
-697.838;-594.164
-697.695;-594.067
-218.937;-600.901
-136.091;-6.022.641
-346.203;-6.022.532
-342.871;-6.062.189
-342.598;-6.060.331
-333.557;-6.074.625
-327.581;-6.128.638
-322.444;-6.118.401
-3.064;-6.103.535
-305.003;-6.106.524
-30.314;-6.118.797
-262.754;-6.063.388
-262.617;-6.062.447
-248.091;-5.982.572
-348.625;-6.001.686
-344.563;-6.004.954
-508.562;-6.047.232
-469.459;-6.083.134
-469.328;-608.223
-469.196;-6.081.327
-468.434;-6.082.363
-468.302;-6.081.459
-466.482;-6.075.257
-419.576;-6.069.441
-411.545;-608.432
-411.413;-6.083.412
-396.823;-6.040.006
-391.965;-6.139.363
-390.948;-6.138.607
-382.194;-6.136.024
-380.398;-6.047.499
-377.812;-6.118.456
-373.376;-6.119.679
-36.467;-6.109.967
-364.469;-6.096.168
-364.336;-6.095.263
-36.391;-6.110.999
-363.777;-6.110.099
-361.473;-6.088.261
-361.338;-608.735
-624.461;-6.203.442
-623.269;-616.943
-62.241;-6.195.541
